Genome	Family	Number_genomes_hit	Max_ani	Max_prots	Max_prop
amPh_40	Peduoviridae	3	24.603	1	0.027777777777777776
amPh_40	Autographiviridae	2	57.637	1	0.027777777777777776
amPh_40	Drexlerviridae	1	27.77025	4	0.1111111111111111
amPh_41	Unclassified	481	62.162	9	0.08411214953271028
amPh_41	Chaseviridae	14	27.85875	4	0.037383177570093455
amPh_41	Casjensviridae	9	42.593	2	0.018691588785046728
amPh_41	Siphoviridae	528	59.259	18	0.16822429906542055
amPh_41	Podoviridae	84	45.283	4	0.037383177570093455
amPh_41	Schitoviridae	19	40.141	2	0.018691588785046728
amPh_41	Myoviridae	164	45.669	9	0.08411214953271028
amPh_41	Autographiviridae	45	59.459	2	0.018691588785046728
amPh_41	Pachyviridae	1	38.426	1	0.009345794392523364
amPh_41	Drexlerviridae	38	29.420428571428573	7	0.06542056074766354
amPh_41	Demerecviridae	14	34.375	2	0.018691588785046728
amPh_41	Mesyanzhinovviridae	9	36.63	3	0.028037383177570093
amPh_41	Herelleviridae	18	56.757	2	0.018691588785046728
amPh_41	Druskaviridae	1	39.041	1	0.009345794392523364
amPh_41	Assiduviridae	2	38.318	1	0.009345794392523364
amPh_41	Suolaviridae	1	32.6415	2	0.018691588785046728
amPh_41	Peduoviridae	13	45.794	2	0.018691588785046728
amPh_41	Vertoviridae	2	34.815	1	0.009345794392523364
amPh_41	Orlajensenviridae	3	28.571	2	0.018691588785046728
amPh_41	Vilmaviridae	6	27.273	1	0.009345794392523364
amPh_41	Zobellviridae	2	38.462	2	0.018691588785046728
amPh_41	Ackermannviridae	6	40.5385	2	0.018691588785046728
amPh_41	Leisingerviridae	1	42.135	1	0.009345794392523364
amPh_41	Straboviridae	5	42.308	1	0.009345794392523364
amPh_41	Steigviridae	1	27.397	1	0.009345794392523364
amPh_41	Kyanoviridae	1	36.449	2	0.018691588785046728
amPh_41	Anaerodiviridae	2	31.0	1	0.009345794392523364
amPh_41	Forsetiviridae	1	28.244	1	0.009345794392523364
amPh_42	Unclassified	230	69.388	6	0.35294117647058826
amPh_42	Myoviridae	22	36.285000000000004	5	0.29411764705882354
amPh_42	Siphoviridae	253	70.833	9	0.5294117647058824
amPh_42	Zierdtviridae	1	38.3635	2	0.11764705882352941
amPh_42	Vilmaviridae	4	58.491	1	0.058823529411764705
amPh_42	Demerecviridae	12	34.831	2	0.11764705882352941
amPh_42	Podoviridae	4	63.158	1	0.058823529411764705
amPh_42	Orlajensenviridae	3	34.049	3	0.17647058823529413
amPh_42	Suolaviridae	1	32.353	1	0.058823529411764705
amPh_42	Drexlerviridae	1	29.3285	6	0.35294117647058826
amPh_42	Autographiviridae	1	53.333	1	0.058823529411764705
amPh_43	Siphoviridae	259	59.091	6	0.23076923076923078
amPh_43	Unclassified	177	70.149	6	0.23076923076923078
amPh_43	Myoviridae	21	37.519999999999996	5	0.19230769230769232
amPh_43	Demerecviridae	8	30.208	1	0.038461538461538464
amPh_43	Orlajensenviridae	3	26.087	1	0.038461538461538464
amPh_43	Drexlerviridae	1	28.600749999999998	4	0.15384615384615385
amPh_44	Myoviridae	36	47.727	6	0.2608695652173913
amPh_44	Unclassified	206	62.791	5	0.21739130434782608
amPh_44	Mesyanzhinovviridae	12	36.83233333333334	3	0.13043478260869565
amPh_44	Siphoviridae	241	62.162	11	0.4782608695652174
amPh_44	Demerecviridae	17	35.484	3	0.13043478260869565
amPh_44	Casjensviridae	18	49.057	1	0.043478260869565216
amPh_44	Podoviridae	6	45.455	1	0.043478260869565216
amPh_44	Orlajensenviridae	3	30.1995	2	0.08695652173913043
amPh_44	Graaviviridae	1	26.554	1	0.043478260869565216
amPh_44	Ackermannviridae	1	34.921	1	0.043478260869565216
amPh_44	Drexlerviridae	1	30.4415	4	0.17391304347826086
amPh_44	Autographiviridae	4	38.725	1	0.043478260869565216
amPh_44	Molycolviridae	1	30.357	1	0.043478260869565216
amPh_45	Unclassified	76	53.147	2	1.0
amPh_45	Herelleviridae	17	39.286	1	0.5
amPh_45	Kyanoviridae	5	36.538	1	0.5
amPh_45	Myoviridae	32	55.422	2	1.0
amPh_45	Siphoviridae	55	53.125	1	0.5
amPh_45	Salasmaviridae	1	36.893	1	0.5
amPh_45	Guelinviridae	7	38.636	1	0.5
amPh_45	Orlajensenviridae	2	37.607	1	0.5
amPh_45	Podoviridae	7	45.833	1	0.5
amPh_46	Myoviridae	36	47.727	5	0.22727272727272727
amPh_46	Unclassified	202	62.791	5	0.22727272727272727
amPh_46	Mesyanzhinovviridae	10	37.188	3	0.13636363636363635
amPh_46	Siphoviridae	243	62.162	12	0.5454545454545454
amPh_46	Demerecviridae	17	35.484	3	0.13636363636363635
amPh_46	Casjensviridae	19	50.314	1	0.045454545454545456
amPh_46	Podoviridae	6	45.455	1	0.045454545454545456
amPh_46	Orlajensenviridae	3	30.601	2	0.09090909090909091
amPh_46	Graaviviridae	1	27.119	1	0.045454545454545456
amPh_46	Ackermannviridae	1	34.375	1	0.045454545454545456
amPh_46	Drexlerviridae	1	29.744500000000002	4	0.18181818181818182
amPh_46	Autographiviridae	4	39.062	1	0.045454545454545456
amPh_46	Molycolviridae	1	30.952	1	0.045454545454545456
amPh_47	Unclassified	177	45.455	6	0.15384615384615385
amPh_47	Drexlerviridae	35	39.474	1	0.02564102564102564
amPh_47	Vilmaviridae	7	35.238	1	0.02564102564102564
amPh_47	Casjensviridae	34	32.3805	2	0.05128205128205128
amPh_47	Siphoviridae	171	57.798	6	0.15384615384615385
amPh_47	Myoviridae	125	71.24724	25	0.6410256410256411
amPh_47	Autographiviridae	65	43.119	1	0.02564102564102564
amPh_47	Straboviridae	3	32.948	1	0.02564102564102564
amPh_47	Peduoviridae	9	35.7965	2	0.05128205128205128
amPh_47	Salasmaviridae	6	35.556	1	0.02564102564102564
amPh_47	Ackermannviridae	3	35.632	1	0.02564102564102564
amPh_47	Podoviridae	20	48.649	3	0.07692307692307693
amPh_47	Demerecviridae	2	25.564	1	0.02564102564102564
amPh_47	Schitoviridae	5	32.117	1	0.02564102564102564
amPh_47	Zobellviridae	5	35.616	1	0.02564102564102564
amPh_47	Kyanoviridae	1	26.904	1	0.02564102564102564
amPh_48	Siphoviridae	43	49.032	1	0.03125
amPh_48	Myoviridae	42	60.741	1	0.03125
amPh_48	Autographiviridae	81	54.386	1	0.03125
amPh_48	Unclassified	66	50.746	1	0.03125
amPh_48	Demerecviridae	21	36.481	1	0.03125
amPh_48	Ackermannviridae	2	45.139	1	0.03125
amPh_48	Duneviridae	1	30.625	1	0.03125
amPh_48	Guelinviridae	3	34.314	1	0.03125
amPh_48	Podoviridae	7	47.015	1	0.03125
amPh_48	Straboviridae	1	37.5	1	0.03125
amPh_48	Mesyanzhinovviridae	1	33.401	1	0.03125
amPh_48	Winoviridae	1	36.735	1	0.03125
amPh_48	Herelleviridae	3	32.283	1	0.03125
amPh_49	Siphoviridae	305	64.444	11	0.21153846153846154
amPh_49	Unclassified	182	50.943	8	0.15384615384615385
amPh_49	Drexlerviridae	37	68.571	2	0.038461538461538464
amPh_49	Autographiviridae	73	59.859	1	0.019230769230769232
amPh_49	Demerecviridae	18	33.663	1	0.019230769230769232
amPh_49	Myoviridae	45	68.4485	5	0.09615384615384616
amPh_49	Podoviridae	14	48.387	2	0.038461538461538464
amPh_49	Winoviridae	1	34.307	1	0.019230769230769232
amPh_49	Orlajensenviridae	3	28.191499999999998	2	0.038461538461538464
amPh_49	Guelinviridae	3	36.283	1	0.019230769230769232
amPh_49	Ackermannviridae	3	39.062	1	0.019230769230769232
amPh_49	Peduoviridae	2	59.259	1	0.019230769230769232
amPh_49	Straboviridae	2	44.048	1	0.019230769230769232
amPh_49	Assiduviridae	2	25.799	1	0.019230769230769232
amPh_49	Naomviridae	1	34.22	2	0.038461538461538464
amPh_49	Herelleviridae	3	43.75	1	0.019230769230769232
amPh_49	Mesyanzhinovviridae	2	34.643	1	0.019230769230769232
amPh_49	Schitoviridae	1	51.163	1	0.019230769230769232
amPh_4	Unclassified	31	75.0	2	0.125
amPh_4	Peduoviridae	18	64.9136	10	0.625
amPh_4	Myoviridae	28	48.0	2	0.125
amPh_4	Hafunaviridae	4	33.793	1	0.0625
amPh_4	Siphoviridae	43	58.333	1	0.0625
amPh_4	Kyanoviridae	2	35.185	1	0.0625
amPh_4	Halomagnusviridae	1	31.098	1	0.0625
amPh_4	Podoviridae	1	24.823	1	0.0625
amPh_4	Straboviridae	2	43.333	1	0.0625
amPh_4	Autographiviridae	1	42.857	1	0.0625
amPh_4	Ackermannviridae	1	39.796	1	0.0625
amPh_50	Unclassified	290	44.796	17	0.3953488372093023
amPh_50	Siphoviridae	357	43.86	13	0.3023255813953488
amPh_50	Myoviridae	69	46.429	7	0.16279069767441862
amPh_50	Autographiviridae	17	45.882	1	0.023255813953488372
amPh_50	Rountreeviridae	9	40.909	2	0.046511627906976744
amPh_50	Herelleviridae	51	43.243	6	0.13953488372093023
amPh_50	Podoviridae	19	36.283	2	0.046511627906976744
amPh_50	Schitoviridae	8	39.496	1	0.023255813953488372
amPh_50	Steigviridae	6	41.739	1	0.023255813953488372
amPh_50	Pachyviridae	1	37.433	1	0.023255813953488372
amPh_50	Demerecviridae	2	37.162	1	0.023255813953488372
amPh_50	Zobellviridae	2	35.78	1	0.023255813953488372
amPh_50	Winoviridae	1	21.186	1	0.023255813953488372
amPh_50	Suoliviridae	5	37.19	1	0.023255813953488372
amPh_50	Orlajensenviridae	3	27.027	2	0.046511627906976744
amPh_50	Intestiviridae	1	35.345	1	0.023255813953488372
amPh_50	Duneviridae	1	30.714	1	0.023255813953488372
amPh_50	Assiduviridae	1	38.06	1	0.023255813953488372
amPh_50	Helgolandviridae	1	29.323	1	0.023255813953488372
amPh_50	Aggregaviridae	1	42.857	1	0.023255813953488372
amPh_50	Peduoviridae	2	27.778	1	0.023255813953488372
amPh_50	Ackermannviridae	1	29.143	1	0.023255813953488372
amPh_50	Salasmaviridae	2	35.6015	2	0.046511627906976744
amPh_50	Straboviridae	4	38.281	1	0.023255813953488372
amPh_50	Drexlerviridae	1	30.6586	5	0.11627906976744186
amPh_50	Zierdtviridae	1	38.843	1	0.023255813953488372
amPh_50	Kyanoviridae	1	31.522	1	0.023255813953488372
amPh_51	Unclassified	131	51.923	9	0.19148936170212766
amPh_51	Casjensviridae	22	31.624	2	0.0425531914893617
amPh_51	Myoviridae	94	48.98	3	0.06382978723404255
amPh_51	Siphoviridae	165	51.811	3	0.06382978723404255
amPh_51	Kyanoviridae	5	40.323	1	0.02127659574468085
amPh_51	Drexlerviridae	3	46.154	1	0.02127659574468085
amPh_51	Duneviridae	3	29.064999999999998	6	0.1276595744680851
amPh_51	Podoviridae	7	40.984	2	0.0425531914893617
amPh_51	Halomagnusviridae	1	23.837	1	0.02127659574468085
amPh_51	Winoviridae	1	30.263	1	0.02127659574468085
amPh_51	Suoliviridae	1	27.344	1	0.02127659574468085
amPh_51	Straboviridae	8	36.066	1	0.02127659574468085
amPh_51	Herelleviridae	10	44.615	1	0.02127659574468085
amPh_51	Assiduviridae	2	34.118	1	0.02127659574468085
amPh_51	Suolaviridae	1	23.641	1	0.02127659574468085
amPh_51	Helgolandviridae	1	33.326875	16	0.3404255319148936
amPh_51	Peduoviridae	4	41.379	2	0.0425531914893617
amPh_51	Autographiviridae	3	35.354	1	0.02127659574468085
amPh_51	Salasmaviridae	1	29.834	1	0.02127659574468085
amPh_51	Anaerodiviridae	1	29.747	1	0.02127659574468085
amPh_51	Vertoviridae	2	28.502	2	0.0425531914893617
amPh_51	Hafunaviridae	1	22.353	1	0.02127659574468085
amPh_51	Schitoviridae	3	33.889	1	0.02127659574468085
amPh_51	Druskaviridae	1	22.977	1	0.02127659574468085
amPh_52	Unclassified	165	51.923	11	0.1896551724137931
amPh_52	Casjensviridae	22	31.624	2	0.034482758620689655
amPh_52	Myoviridae	100	48.98	3	0.05172413793103448
amPh_52	Demerecviridae	15	30.952	1	0.017241379310344827
amPh_52	Siphoviridae	181	51.811	3	0.05172413793103448
amPh_52	Kyanoviridae	5	40.323	1	0.017241379310344827
amPh_52	Drexlerviridae	3	46.154	1	0.017241379310344827
amPh_52	Duneviridae	3	31.674	9	0.15517241379310345
amPh_52	Podoviridae	7	40.984	2	0.034482758620689655
amPh_52	Halomagnusviridae	1	23.837	1	0.017241379310344827
amPh_52	Winoviridae	1	30.263	1	0.017241379310344827
amPh_52	Peduoviridae	5	41.379	2	0.034482758620689655
amPh_52	Suoliviridae	1	27.344	1	0.017241379310344827
amPh_52	Straboviridae	8	36.066	1	0.017241379310344827
amPh_52	Herelleviridae	10	44.615	1	0.017241379310344827
amPh_52	Assiduviridae	2	34.118	1	0.017241379310344827
amPh_52	Suolaviridae	1	23.641	1	0.017241379310344827
amPh_52	Helgolandviridae	1	33.00641176470588	17	0.29310344827586204
amPh_52	Autographiviridae	3	35.354	1	0.017241379310344827
amPh_52	Salasmaviridae	1	29.834	1	0.017241379310344827
amPh_52	Anaerodiviridae	1	29.747	1	0.017241379310344827
amPh_52	Vertoviridae	2	28.502	2	0.034482758620689655
amPh_52	Hafunaviridae	1	22.353	1	0.017241379310344827
amPh_52	Schitoviridae	3	33.889	1	0.017241379310344827
amPh_52	Druskaviridae	1	22.977	1	0.017241379310344827
amPh_53	Unclassified	119	54.00606666666667	30	0.6521739130434783
amPh_53	Drexlerviridae	38	39.623	1	0.021739130434782608
amPh_53	Myoviridae	103	70.588	25	0.5434782608695652
amPh_53	Siphoviridae	88	49.367	14	0.30434782608695654
amPh_53	Straboviridae	5	36.364	1	0.021739130434782608
amPh_53	Peduoviridae	17	48.092	3	0.06521739130434782
amPh_53	Autographiviridae	64	49.618	2	0.043478260869565216
amPh_53	Salasmaviridae	6	36.364	1	0.021739130434782608
amPh_53	Ackermannviridae	3	33.003	2	0.043478260869565216
amPh_53	Podoviridae	22	43.066	1	0.021739130434782608
amPh_53	Schitoviridae	4	33.835	1	0.021739130434782608
amPh_53	Winoviridae	2	43.478	1	0.021739130434782608
amPh_53	Zobellviridae	5	41.176	1	0.021739130434782608
amPh_53	Assiduviridae	1	37.778	1	0.021739130434782608
amPh_53	Herelleviridae	1	38.931	1	0.021739130434782608
amPh_53	Kyanoviridae	1	25.967	1	0.021739130434782608
amPh_53	Casjensviridae	2	40.764	1	0.021739130434782608
amPh_53	Vertoviridae	1	32.911	1	0.021739130434782608
amPh_54	Unclassified	206	62.264	17	0.37777777777777777
amPh_54	Schitoviridae	7	50.794	1	0.022222222222222223
amPh_54	Siphoviridae	322	55.385	21	0.4666666666666667
amPh_54	Drexlerviridae	40	43.39066666666667	7	0.15555555555555556
amPh_54	Vilmaviridae	6	29.496	1	0.022222222222222223
amPh_54	Casjensviridae	34	43.068	5	0.1111111111111111
amPh_54	Myoviridae	119	70.175	9	0.2
amPh_54	Podoviridae	42	47.729	3	0.06666666666666667
amPh_54	Straboviridae	6	57.143	1	0.022222222222222223
amPh_54	Peduoviridae	5	37.755	2	0.044444444444444446
amPh_54	Demerecviridae	11	45.455	2	0.044444444444444446
amPh_54	Autographiviridae	51	51.923	1	0.022222222222222223
amPh_54	Winoviridae	1	28.962	1	0.022222222222222223
amPh_54	Ackermannviridae	2	36.667	1	0.022222222222222223
amPh_54	Rountreeviridae	2	25.556	1	0.022222222222222223
amPh_54	Zobellviridae	3	34.211	1	0.022222222222222223
amPh_54	Herelleviridae	3	42.222	1	0.022222222222222223
amPh_55	Unclassified	205	76.503	11	0.25
amPh_55	Drexlerviridae	30	33.333	2	0.045454545454545456
amPh_55	Autographiviridae	131	73.404	3	0.06818181818181818
amPh_55	Kyanoviridae	5	30.808	1	0.022727272727272728
amPh_55	Myoviridae	102	70.48741666666666	16	0.36363636363636365
amPh_55	Zobellviridae	9	39.924	2	0.045454545454545456
amPh_55	Podoviridae	69	77.457	3	0.06818181818181818
amPh_55	Siphoviridae	245	78.947	11	0.25
amPh_55	Casjensviridae	5	36.458	1	0.022727272727272728
amPh_55	Peduoviridae	38	63.75	2	0.045454545454545456
amPh_55	Herelleviridae	23	55.172	1	0.022727272727272728
amPh_55	Schitoviridae	6	38.75	1	0.022727272727272728
amPh_55	Suoliviridae	2	30.409	1	0.022727272727272728
amPh_55	Chaseviridae	8	26.37	1	0.022727272727272728
amPh_55	Straboviridae	3	78.261	1	0.022727272727272728
amPh_55	Duneviridae	1	22.297	1	0.022727272727272728
amPh_55	Assiduviridae	3	28.107	2	0.045454545454545456
amPh_55	Suolaviridae	1	36.0	1	0.022727272727272728
amPh_55	Naomviridae	1	22.445	1	0.022727272727272728
amPh_55	Helgolandviridae	1	24.49	1	0.022727272727272728
amPh_55	Aggregaviridae	1	28.205	1	0.022727272727272728
amPh_55	Pachyviridae	1	28.682	1	0.022727272727272728
amPh_55	Forsetiviridae	1	28.632	1	0.022727272727272728
amPh_55	Vertoviridae	2	22.523	1	0.022727272727272728
amPh_55	Anaerodiviridae	1	25.581	1	0.022727272727272728
amPh_55	Zierdtviridae	1	40.164	1	0.022727272727272728
amPh_55	Ackermannviridae	1	32.941	1	0.022727272727272728
amPh_55	Demerecviridae	1	22.872	1	0.022727272727272728
amPh_56	Siphoviridae	88	55.208	3	0.07692307692307693
amPh_56	Unclassified	70	55.208	3	0.07692307692307693
amPh_56	Ackermannviridae	1	26.592	1	0.02564102564102564
amPh_56	Myoviridae	51	53.881	2	0.05128205128205128
amPh_56	Kyanoviridae	47	30.769	2	0.05128205128205128
amPh_56	Herelleviridae	5	30.723	2	0.05128205128205128
amPh_56	Autographiviridae	2	32.653	1	0.02564102564102564
amPh_56	Casjensviridae	1	27.273	1	0.02564102564102564
amPh_56	Podoviridae	15	43.578	1	0.02564102564102564
amPh_56	Druskaviridae	2	25.0	2	0.05128205128205128
amPh_56	Steigviridae	1	29.091	1	0.02564102564102564
amPh_56	Drexlerviridae	1	31.818	1	0.02564102564102564
amPh_56	Halomagnusviridae	1	29.032	1	0.02564102564102564
amPh_56	Anaerodiviridae	1	27.119	1	0.02564102564102564
amPh_56	Straboviridae	6	34.375	1	0.02564102564102564
amPh_56	Zobellviridae	2	25.7855	2	0.05128205128205128
amPh_56	Vertoviridae	1	23.784	1	0.02564102564102564
amPh_56	Peduoviridae	1	28.261	1	0.02564102564102564
amPh_57	Siphoviridae	143	55.882	5	0.1724137931034483
amPh_57	Unclassified	162	59.91413043478261	23	0.7931034482758621
amPh_57	Myoviridae	115	72.28813636363637	24	0.8275862068965517
amPh_57	Drexlerviridae	37	26.8365	2	0.06896551724137931
amPh_57	Chaseviridae	14	31.2304	6	0.20689655172413793
amPh_57	Casjensviridae	16	40.31	1	0.034482758620689655
amPh_57	Autographiviridae	12	38.4	1	0.034482758620689655
amPh_57	Hafunaviridae	4	30.233	1	0.034482758620689655
amPh_57	Peduoviridae	7	56.962	1	0.034482758620689655
amPh_57	Ackermannviridae	2	50.0	1	0.034482758620689655
amPh_57	Podoviridae	15	53.333	2	0.06896551724137931
amPh_57	Soleiviridae	1	26.531	1	0.034482758620689655
amPh_57	Straboviridae	1	50.617	1	0.034482758620689655
amPh_57	Forsetiviridae	1	26.512	1	0.034482758620689655
amPh_57	Vertoviridae	3	24.643	1	0.034482758620689655
amPh_57	Kyanoviridae	1	21.338	1	0.034482758620689655
amPh_58	Siphoviridae	212	91.912	4	0.1111111111111111
amPh_58	Unclassified	247	70.0	27	0.75
amPh_58	Myoviridae	108	56.098	22	0.6111111111111112
amPh_58	Drexlerviridae	38	40.594	3	0.08333333333333333
amPh_58	Autographiviridae	42	56.667	2	0.05555555555555555
amPh_58	Zierdtviridae	1	37.273	1	0.027777777777777776
amPh_58	Chaseviridae	14	28.2184	5	0.1388888888888889
amPh_58	Podoviridae	41	62.857	4	0.1111111111111111
amPh_58	Peduoviridae	6	59.459	1	0.027777777777777776
amPh_58	Vilmaviridae	2	48.113	1	0.027777777777777776
amPh_58	Ackermannviridae	3	45.333	1	0.027777777777777776
amPh_58	Schitoviridae	4	45.455	1	0.027777777777777776
amPh_58	Straboviridae	4	54.286	1	0.027777777777777776
amPh_58	Vertoviridae	1	25.521	1	0.027777777777777776
amPh_58	Anaerodiviridae	1	25.403	1	0.027777777777777776
amPh_58	Herelleviridae	1	39.583	1	0.027777777777777776
amPh_58	Assiduviridae	1	24.026	1	0.027777777777777776
amPh_59	Schitoviridae	18	57.377	2	0.07407407407407407
amPh_59	Unclassified	237	73.203	18	0.6666666666666666
amPh_59	Drexlerviridae	39	42.650999999999996	6	0.2222222222222222
amPh_59	Vilmaviridae	9	26.496	1	0.037037037037037035
amPh_59	Siphoviridae	314	70.779	14	0.5185185185185185
amPh_59	Demerecviridae	20	43.1545	4	0.14814814814814814
amPh_59	Casjensviridae	6	40.104	3	0.1111111111111111
amPh_59	Peduoviridae	18	59.722	2	0.07407407407407407
amPh_59	Myoviridae	39	72.078	5	0.18518518518518517
amPh_59	Autographiviridae	3	38.346	1	0.037037037037037035
amPh_59	Podoviridae	13	65.101	2	0.07407407407407407
amPh_59	Orlajensenviridae	3	25.524500000000003	2	0.07407407407407407
amPh_59	Mesyanzhinovviridae	3	31.897	1	0.037037037037037035
amPh_59	Assiduviridae	2	24.775	1	0.037037037037037035
amPh_59	Straboviridae	1	43.75	1	0.037037037037037035
amPh_59	Naomviridae	1	38.636	1	0.037037037037037035
amPh_59	Ackermannviridae	1	39.56	1	0.037037037037037035
amPh_59	Herelleviridae	4	40.23	1	0.037037037037037035
amPh_59	Salasmaviridae	1	38.144	1	0.037037037037037035
amPh_5	Unclassified	466	52.0	24	0.26373626373626374
amPh_5	Myoviridae	203	46.269	24	0.26373626373626374
amPh_5	Siphoviridae	494	69.888	13	0.14285714285714285
amPh_5	Chaseviridae	14	30.856	3	0.03296703296703297
amPh_5	Peduoviridae	19	49.02	2	0.02197802197802198
amPh_5	Schitoviridae	12	54.545	1	0.01098901098901099
amPh_5	Pachyviridae	2	33.4185	2	0.02197802197802198
amPh_5	Podoviridae	53	46.154	11	0.12087912087912088
amPh_5	Herelleviridae	40	47.222	6	0.06593406593406594
amPh_5	Straboviridae	21	56.863	2	0.02197802197802198
amPh_5	Kyanoviridae	8	31.683	2	0.02197802197802198
amPh_5	Mesyanzhinovviridae	3	25.556	1	0.01098901098901099
amPh_5	Salasmaviridae	6	46.5145	3	0.03296703296703297
amPh_5	Autographiviridae	12	47.727	1	0.01098901098901099
amPh_5	Druskaviridae	2	37.387	1	0.01098901098901099
amPh_5	Casjensviridae	4	34.0	1	0.01098901098901099
amPh_5	Assiduviridae	2	30.168	1	0.01098901098901099
amPh_5	Aggregaviridae	1	25.5445	2	0.02197802197802198
amPh_5	Steigviridae	1	29.31	1	0.01098901098901099
amPh_5	Vertoviridae	3	29.325499999999998	2	0.02197802197802198
amPh_5	Winoviridae	2	29.1225	2	0.02197802197802198
amPh_5	Vilmaviridae	5	23.487	1	0.01098901098901099
amPh_5	Suoliviridae	8	41.053	1	0.01098901098901099
amPh_5	Hafunaviridae	4	28.894	1	0.01098901098901099
amPh_5	Zobellviridae	1	55.263	1	0.01098901098901099
amPh_5	Ackermannviridae	3	45.833	1	0.01098901098901099
amPh_5	Halomagnusviridae	1	30.6105	2	0.02197802197802198
amPh_5	Soleiviridae	1	32.743	1	0.01098901098901099
amPh_5	Duneviridae	1	24.713	1	0.01098901098901099
amPh_5	Drexlerviridae	1	23.711	1	0.01098901098901099
amPh_5	Anaerodiviridae	2	43.969	1	0.01098901098901099
amPh_60	Unclassified	179	62.264	16	0.5714285714285714
amPh_60	Schitoviridae	6	40.0	1	0.03571428571428571
amPh_60	Drexlerviridae	39	36.9018	7	0.25
amPh_60	Vilmaviridae	6	29.496	1	0.03571428571428571
amPh_60	Casjensviridae	34	43.268	3	0.10714285714285714
amPh_60	Siphoviridae	263	55.385	20	0.7142857142857143
amPh_60	Myoviridae	99	81.714	7	0.25
amPh_60	Straboviridae	11	44.0125	2	0.07142857142857142
amPh_60	Peduoviridae	4	42.667	1	0.03571428571428571
amPh_60	Demerecviridae	13	60.959	2	0.07142857142857142
amPh_60	Autographiviridae	50	51.923	1	0.03571428571428571
amPh_60	Podoviridae	25	70.349	2	0.07142857142857142
amPh_60	Chaseviridae	1	37.931	1	0.03571428571428571
amPh_60	Winoviridae	1	29.496	1	0.03571428571428571
amPh_60	Ackermannviridae	2	36.667	1	0.03571428571428571
amPh_60	Zobellviridae	3	34.211	1	0.03571428571428571
amPh_60	Herelleviridae	4	42.222	1	0.03571428571428571
amPh_61	Chaseviridae	4	45.217	1	0.037037037037037035
amPh_61	Peduoviridae	44	49.24436363636364	23	0.8518518518518519
amPh_61	Unclassified	67	71.795	6	0.2222222222222222
amPh_61	Myoviridae	48	57.143	3	0.1111111111111111
amPh_61	Siphoviridae	40	56.757	3	0.1111111111111111
amPh_61	Herelleviridae	6	36.486	1	0.037037037037037035
amPh_61	Hafunaviridae	2	26.712	1	0.037037037037037035
amPh_61	Straboviridae	7	41.111	1	0.037037037037037035
amPh_61	Demerecviridae	4	39.623	1	0.037037037037037035
amPh_61	Podoviridae	5	45.217	1	0.037037037037037035
amPh_61	Ackermannviridae	1	44.444	1	0.037037037037037035
amPh_61	Steigviridae	1	29.851	1	0.037037037037037035
amPh_61	Halomagnusviridae	1	31.496	1	0.037037037037037035
amPh_61	Autographiviridae	3	55.856	1	0.037037037037037035
amPh_62	Unclassified	202	45.763	6	0.3
amPh_62	Casjensviridae	6	29.402500000000003	2	0.1
amPh_62	Siphoviridae	257	36.503	8	0.4
amPh_62	Vilmaviridae	1	23.552	1	0.05
amPh_62	Myoviridae	35	34.72366666666667	6	0.3
amPh_62	Demerecviridae	8	29.524	1	0.05
amPh_62	Podoviridae	13	25.0	1	0.05
amPh_62	Orlajensenviridae	3	24.977	2	0.1
amPh_62	Drexlerviridae	1	67.32546153846154	13	0.65
amPh_62	Peduoviridae	2	25.366	1	0.05
amPh_63	Unclassified	478	60.87	32	0.4
amPh_63	Chaseviridae	14	26.25975	4	0.05
amPh_63	Siphoviridae	416	77.2875	14	0.175
amPh_63	Casjensviridae	18	39.896	1	0.0125
amPh_63	Podoviridae	78	55.165333333333336	5	0.0625
amPh_63	Myoviridae	209	58.0	28	0.35
amPh_63	Pachyviridae	2	37.2175	2	0.025
amPh_63	Drexlerviridae	38	40.594	3	0.0375
amPh_63	Herelleviridae	39	56.757	2	0.025
amPh_63	Schitoviridae	20	50.877	2	0.025
amPh_63	Steigviridae	8	50.0	1	0.0125
amPh_63	Autographiviridae	43	58.824	2	0.025
amPh_63	Straboviridae	20	53.741	2	0.025
amPh_63	Rountreeviridae	5	45.902	1	0.0125
amPh_63	Demerecviridae	3	58.571	1	0.0125
amPh_63	Peduoviridae	14	41.333	2	0.025
amPh_63	Assiduviridae	3	40.62525	4	0.05
amPh_63	Vilmaviridae	13	33.902499999999996	2	0.025
amPh_63	Aggregaviridae	1	35.459	2	0.025
amPh_63	Intestiviridae	3	48.936	1	0.0125
amPh_63	Zierdtviridae	8	36.283	2	0.025
amPh_63	Zobellviridae	5	46.154	1	0.0125
amPh_63	Mesyanzhinovviridae	1	30.597	1	0.0125
amPh_63	Helgolandviridae	1	34.783	1	0.0125
amPh_63	Salasmaviridae	1	32.468	1	0.0125
amPh_63	Suoliviridae	11	38.4	2	0.025
amPh_63	Molycolviridae	1	35.252	1	0.0125
amPh_63	Ackermannviridae	7	48.351	2	0.025
amPh_63	Kyanoviridae	1	41.6195	2	0.025
amPh_63	Forsetiviridae	1	29.71666666666667	3	0.0375
amPh_63	Vertoviridae	1	25.521	1	0.0125
amPh_63	Anaerodiviridae	1	25.403	1	0.0125
amPh_64	Myoviridae	2	33.557	1	0.08333333333333333
amPh_65	Straboviridae	38	44.792	2	0.038461538461538464
